Date,Open,High,Low,Close,Adj Close,Volume
2023-07-30,29357.093750,29443.169922,29059.501953,29275.308594,29275.308594,8678454527
2023-07-31,29278.314453,29489.873047,29131.578125,29230.111328,29230.111328,11656781982
2023-08-01,29230.873047,29675.732422,28657.023438,29675.732422,29675.732422,18272392391
2023-08-02,29704.146484,29987.998047,28946.509766,29151.958984,29151.958984,19212655598
2023-08-03,29161.812500,29375.707031,28959.488281,29178.679688,29178.679688,12780357746
2023-08-04,29174.382813,29302.078125,28885.335938,29074.091797,29074.091797,12036639988
2023-08-05,29075.388672,29102.464844,28957.796875,29042.126953,29042.126953,6598366353
2023-08-06,29043.701172,29160.822266,28963.833984,29041.855469,29041.855469,7269806994
2023-08-07,29038.513672,29244.281250,28724.140625,29180.578125,29180.578125,13618163710
2023-08-08,29180.019531,30176.796875,29113.814453,29765.492188,29765.492188,17570561357
2023-08-09,29766.695313,30093.435547,29376.800781,29561.494141,29561.494141,18379521213
2023-08-10,29563.972656,29688.564453,29354.447266,29429.591797,29429.591797,11865344789
2023-08-11,29424.902344,29517.773438,29253.517578,29397.714844,29397.714844,10195168197
2023-08-12,29399.787109,29465.113281,29357.587891,29415.964844,29415.964844,6194358008
2023-08-13,29416.593750,29441.433594,29265.806641,29282.914063,29282.914063,7329897180
2023-08-14,29283.263672,29660.253906,29124.105469,29408.443359,29408.443359,14013695304
2023-08-15,29408.048828,29439.121094,29088.853516,29170.347656,29170.347656,12640195779
2023-08-16,29169.074219,29221.976563,28701.779297,28701.779297,28701.779297,14949271904
2023-08-17,28699.802734,28745.947266,25409.111328,26664.550781,26664.550781,31120851211
2023-08-18,26636.078125,26808.195313,25668.921875,26049.556641,26049.556641,24026236529
2023-08-19,26047.832031,26249.449219,25802.408203,26096.205078,26096.205078,10631443812
2023-08-20,26096.861328,26260.681641,26004.314453,26189.583984,26189.583984,9036580420
2023-08-21,26188.691406,26220.201172,25846.087891,26124.140625,26124.140625,13371557893
2023-08-22,26130.748047,26135.507813,25520.728516,26031.656250,26031.656250,14503820706
2023-08-23,26040.474609,26786.898438,25804.998047,26431.640625,26431.640625,16985265785
2023-08-24,26431.519531,26554.910156,25914.925781,26162.373047,26162.373047,12871532023
2023-08-25,26163.679688,26248.103516,25786.812500,26047.667969,26047.667969,12406045118
2023-08-26,26047.234375,26107.384766,25983.878906,26008.462891,26008.462891,6034817316
2023-08-27,26008.242188,26165.373047,25965.097656,26089.693359,26089.693359,6913768611
2023-08-28,26089.615234,26198.578125,25880.599609,26106.150391,26106.150391,11002805166
2023-08-29,26102.486328,28089.337891,25912.628906,27727.392578,27727.392578,29368391712
2023-08-30,27726.083984,27760.160156,27069.207031,27297.265625,27297.265625,16343655235
2023-08-31,27301.929688,27456.078125,25752.929688,25931.472656,25931.472656,20181001451
2023-09-01,25934.021484,26125.869141,25362.609375,25800.724609,25800.724609,17202862221
2023-09-02,25800.910156,25970.285156,25753.093750,25868.798828,25868.798828,10100387473
2023-09-03,25869.472656,26087.148438,25817.031250,25969.566406,25969.566406,8962524523
2023-09-04,25968.169922,26081.525391,25657.025391,25812.416016,25812.416016,10680635106
2023-09-05,25814.957031,25858.375000,25589.988281,25779.982422,25779.982422,11094740040
2023-09-06,25783.931641,25953.015625,25404.359375,25753.236328,25753.236328,12752705327
2023-09-07,25748.312500,26409.302734,25608.201172,26240.195313,26240.195313,11088307100
2023-09-08,26245.208984,26414.005859,25677.480469,25905.654297,25905.654297,10817356400
2023-09-09,25905.425781,25921.976563,25810.494141,25895.677734,25895.677734,5481314132
2023-09-10,25895.210938,25978.130859,25640.261719,25832.226563,25832.226563,7899553047
2023-09-11,25831.714844,25883.947266,24930.296875,25162.654297,25162.654297,14600006467
2023-09-12,25160.658203,26451.939453,25133.078125,25833.343750,25833.343750,18657279324
2023-09-13,25837.554688,26376.113281,25781.123047,26228.324219,26228.324219,13072077070
2023-09-14,26228.277344,26774.623047,26171.451172,26539.673828,26539.673828,13811359124
2023-09-15,26533.818359,26840.498047,26240.701172,26608.693359,26608.693359,11479735788
2023-09-16,26606.199219,26754.769531,26473.890625,26568.281250,26568.281250,7402031417
2023-09-17,26567.927734,26617.998047,26445.074219,26534.187500,26534.187500,6774210670
2023-09-18,26532.994141,27414.734375,26415.515625,26754.281250,26754.281250,15615339655
2023-09-19,26760.851563,27488.763672,26681.605469,27211.117188,27211.117188,13807690550
2023-09-20,27210.228516,27379.505859,26864.082031,27132.007813,27132.007813,13281116604
2023-09-21,27129.839844,27152.939453,26389.300781,26567.632813,26567.632813,13371443708
2023-09-22,26564.056641,26726.078125,26495.533203,26579.568359,26579.568359,10578746709
2023-09-23,26578.556641,26634.185547,26520.519531,26579.390625,26579.390625,7404700301
2023-09-24,26579.373047,26716.058594,26221.050781,26256.826172,26256.826172,8192867686
2023-09-25,26253.775391,26421.507813,26011.468750,26298.480469,26298.480469,11997833257
2023-09-26,26294.757813,26389.884766,26090.712891,26217.250000,26217.250000,9985498161
2023-09-27,26209.498047,26817.841797,26111.464844,26352.716797,26352.716797,11718380997
2023-09-28,26355.812500,27259.500000,26327.322266,27021.546875,27021.546875,14079002707
2023-09-29,27024.841797,27225.937500,26721.763672,26911.720703,26911.720703,10396435377
2023-09-30,26911.689453,27091.794922,26888.968750,26967.916016,26967.916016,5331172801
2023-10-01,26967.396484,28047.238281,26965.093750,27983.750000,27983.750000,9503917434
2023-10-02,27976.798828,28494.458984,27347.787109,27530.785156,27530.785156,19793041322
2023-10-03,27508.251953,27667.191406,27216.001953,27429.978516,27429.978516,11407814187
2023-10-04,27429.074219,27826.658203,27248.105469,27799.394531,27799.394531,11143355314
2023-10-05,27798.646484,28091.861328,27375.601563,27415.912109,27415.912109,11877253670
2023-10-06,27412.123047,28252.537109,27215.552734,27946.597656,27946.597656,13492391599
2023-10-07,27946.781250,28028.091797,27870.423828,27968.839844,27968.839844,6553044316
2023-10-08,27971.677734,28102.169922,27740.662109,27935.089844,27935.089844,7916875290
2023-10-09,27934.472656,27989.470703,27302.562500,27583.677734,27583.677734,12007668568
2023-10-10,27589.201172,27715.847656,27301.654297,27391.019531,27391.019531,9973350678
2023-10-11,27392.076172,27474.115234,26561.099609,26873.320313,26873.320313,13648094333
2023-10-12,26873.292969,26921.439453,26558.320313,26756.798828,26756.798828,9392909295
2023-10-13,26752.878906,27092.697266,26686.322266,26862.375000,26862.375000,15165312851
2023-10-14,26866.203125,26969.000000,26814.585938,26861.707031,26861.707031,5388116782
2023-10-15,26858.011719,27289.169922,26817.894531,27159.652344,27159.652344,7098201980
2023-10-16,27162.628906,29448.138672,27130.472656,28519.466797,28519.466797,27833876539
2023-10-17,28522.097656,28618.751953,28110.185547,28415.748047,28415.748047,14872527508
2023-10-18,28413.531250,28889.009766,28174.251953,28328.341797,28328.341797,12724128586
2023-10-19,28332.416016,28892.474609,28177.988281,28719.806641,28719.806641,14448058195
2023-10-20,28732.812500,30104.085938,28601.669922,29682.949219,29682.949219,21536125230
2023-10-21,29683.380859,30287.482422,29481.751953,29918.412109,29918.412109,11541146996
2023-10-22,29918.654297,30199.433594,29720.312500,29993.896484,29993.896484,10446520040
2023-10-23,30140.685547,34370.437500,30097.828125,33086.234375,33086.234375,38363572311
2023-10-24,33077.304688,35150.433594,32880.761719,33901.527344,33901.527344,44934999645
2023-10-25,33916.042969,35133.757813,33709.109375,34502.820313,34502.820313,25254318008
2023-10-26,34504.289063,34832.910156,33762.324219,34156.648438,34156.648438,19427195376
2023-10-27,34156.500000,34238.210938,33416.886719,33909.800781,33909.800781,16418032871
2023-10-28,33907.722656,34399.390625,33874.804688,34089.574219,34089.574219,10160330825
2023-10-29,34089.371094,34743.261719,33947.566406,34538.480469,34538.480469,11160323986
2023-10-30,34531.742188,34843.933594,34110.972656,34502.363281,34502.363281,17184860315
2023-10-31,34500.078125,34719.253906,34083.308594,34667.781250,34667.781250,15758270810
2023-11-01,34657.273438,35527.929688,34170.691406,35437.253906,35437.253906,22446272005
2023-11-02,35441.578125,35919.843750,34401.574219,34938.242188,34938.242188,20998158544
2023-11-03,34942.472656,34942.472656,34133.441406,34732.324219,34732.324219,17158456701
2023-11-04,34736.324219,35256.031250,34616.691406,35082.195313,35082.195313,9561294264
2023-11-05,35090.011719,35340.339844,34594.242188,35049.355469,35049.355469,12412743996
2023-11-06,35044.789063,35286.027344,34765.363281,35037.371094,35037.371094,12693436420
2023-11-07,35047.792969,35892.417969,34545.816406,35443.562500,35443.562500,18834737789
2023-11-08,35419.476563,35994.417969,35147.800781,35655.277344,35655.277344,17295394918
2023-11-09,35633.632813,37926.257813,35592.101563,36693.125000,36693.125000,37762672382
2023-11-10,36702.250000,37493.800781,36362.753906,37313.968750,37313.968750,22711265155
2023-11-11,37310.070313,37407.093750,36773.667969,37138.050781,37138.050781,13924272142
2023-11-12,37133.992188,37227.691406,36779.117188,37054.519531,37054.519531,11545715999
2023-11-13,37070.304688,37405.117188,36399.605469,36502.355469,36502.355469,19057712790
2023-11-14,36491.789063,36753.351563,34948.500000,35537.640625,35537.640625,23857403554
2023-11-15,35548.113281,37964.894531,35383.781250,37880.582031,37880.582031,27365821679
2023-11-16,37879.980469,37934.625000,35545.472656,36154.769531,36154.769531,26007385366
2023-11-17,36164.824219,36704.484375,35901.234375,36596.683594,36596.683594,22445028430
2023-11-18,36625.371094,36839.281250,36233.312500,36585.703125,36585.703125,11886022717
2023-11-19,36585.765625,37509.355469,36414.597656,37386.546875,37386.546875,12915986553
2023-11-20,37374.074219,37756.820313,36882.531250,37476.957031,37476.957031,20888209068
2023-11-21,37469.160156,37631.140625,35813.812500,35813.812500,35813.812500,25172163756
2023-11-22,35756.554688,37856.980469,35670.972656,37432.339844,37432.339844,24397247860
2023-11-23,37420.433594,37643.917969,36923.863281,37289.621094,37289.621094,14214948217
2023-11-24,37296.316406,38415.339844,37261.605469,37720.281250,37720.281250,22922957823
2023-11-25,37721.414063,37892.429688,37617.417969,37796.792969,37796.792969,9099571165
2023-11-26,37796.828125,37820.300781,37162.750000,37479.121094,37479.121094,13744796068
2023-11-27,37454.191406,37559.355469,36750.128906,37254.167969,37254.167969,19002925720
2023-11-28,37247.992188,38368.480469,36891.089844,37831.085938,37831.085938,21696137014
2023-11-29,37826.105469,38366.113281,37612.632813,37858.492188,37858.492188,20728546658
2023-11-30,37861.117188,38141.753906,37531.140625,37712.746094,37712.746094,18115982627
2023-12-01,37718.007813,38954.109375,37629.359375,38688.750000,38688.750000,23512784002
2023-12-02,38689.277344,39678.937500,38652.593750,39476.332031,39476.332031,15534035612
2023-12-03,39472.207031,40135.605469,39298.164063,39978.390625,39978.390625,15769696322
2023-12-04,39978.628906,42371.750000,39978.628906,41980.097656,41980.097656,39856129827
2023-12-05,41986.265625,44408.664063,41421.148438,44080.648438,44080.648438,36312154535
2023-12-06,44080.023438,44265.769531,43478.082031,43746.445313,43746.445313,29909761586
2023-12-07,43769.132813,44042.589844,42880.648438,43292.664063,43292.664063,27635760671
2023-12-08,43293.136719,44705.515625,43125.296875,44166.601563,44166.601563,24421116687
2023-12-09,44180.019531,44361.257813,43627.597656,43725.984375,43725.984375,17368210171
2023-12-10,43728.382813,44034.625000,43593.285156,43779.699219,43779.699219,13000481418
2023-12-11,43792.019531,43808.375000,40234.578125,41243.832031,41243.832031,40632672038
2023-12-12,41238.734375,42048.304688,40667.562500,41450.222656,41450.222656,24779520132
2023-12-13,41468.464844,43429.781250,40676.867188,42890.742188,42890.742188,26797884674
2023-12-14,42884.261719,43390.859375,41767.089844,43023.972656,43023.972656,25578530178
2023-12-15,43028.250000,43087.824219,41692.968750,41929.757813,41929.757813,19639442462
2023-12-16,41937.742188,42664.945313,41723.113281,42240.117188,42240.117188,14386729590
2023-12-17,42236.109375,42359.496094,41274.542969,41364.664063,41364.664063,16678702876
2023-12-18,41348.203125,42720.296875,40530.257813,42623.539063,42623.539063,25224642008
2023-12-19,42641.511719,43354.296875,41826.335938,42270.527344,42270.527344,23171001281
2023-12-20,42261.300781,44275.585938,42223.816406,43652.250000,43652.250000,27868908174
2023-12-21,43648.125000,44240.667969,43330.050781,43869.152344,43869.152344,22452766169
2023-12-22,43868.988281,44367.957031,43441.968750,43997.902344,43997.902344,21028503216
2023-12-23,44012.199219,44015.699219,43351.355469,43739.542969,43739.542969,13507796558
2023-12-24,43728.367188,43945.523438,42786.917969,43016.117188,43016.117188,18830554085
2023-12-25,43010.574219,43765.093750,42765.769531,43613.140625,43613.140625,21115795370
2023-12-26,43599.847656,43603.175781,41676.488281,42520.402344,42520.402344,30026850982
2023-12-27,42518.468750,43683.160156,42167.582031,43442.855469,43442.855469,25260941032
2023-12-28,43468.199219,43804.781250,42318.550781,42627.855469,42627.855469,22992093014
2023-12-29,42614.644531,43124.324219,41424.062500,42099.402344,42099.402344,26000021055
2023-12-30,42091.753906,42584.125000,41556.226563,42156.902344,42156.902344,16013925945
2023-12-31,42152.097656,42860.937500,41998.253906,42265.187500,42265.187500,16397498810
2024-01-01,42280.234375,44175.437500,42214.976563,44167.332031,44167.332031,18426978443
2024-01-02,44187.140625,45899.707031,44176.949219,44957.968750,44957.968750,39335274536
2024-01-03,44961.601563,45503.242188,40813.535156,42848.175781,42848.175781,46342323118
2024-01-04,42855.816406,44770.023438,42675.175781,44179.921875,44179.921875,30448091210
2024-01-05,44192.980469,44353.285156,42784.718750,44162.691406,44162.691406,32336029347
2024-01-06,44178.953125,44227.632813,43475.156250,43989.195313,43989.195313,16092503468
2024-01-07,43998.464844,44495.570313,43662.230469,43943.097656,43943.097656,19330573863
2024-01-08,43948.707031,47218.000000,43244.082031,46970.503906,46970.503906,42746192015
2024-01-09,46987.640625,47893.699219,45244.714844,46139.730469,46139.730469,39821290992
2024-01-10,46121.539063,47647.222656,44483.152344,46627.777344,46627.777344,50114613298
2024-01-11,46656.074219,48969.371094,45678.644531,46368.585938,46368.585938,45833734549
2024-01-12,46354.792969,46498.136719,41903.769531,42853.167969,42853.167969,43332698900
2024-01-13,42799.445313,43234.660156,42464.144531,42842.382813,42842.382813,20601860469
2024-01-14,42842.261719,43065.597656,41724.613281,41796.269531,41796.269531,17521429522
2024-01-15,41715.066406,43319.722656,41705.417969,42511.968750,42511.968750,22320220558
2024-01-16,42499.335938,43566.273438,42085.996094,43154.945313,43154.945313,24062872740
2024-01-17,43132.101563,43189.890625,42189.308594,42742.652344,42742.652344,20851232595
2024-01-18,42742.312500,42876.347656,40631.171875,41262.058594,41262.058594,25218357242
2024-01-19,41278.460938,42134.160156,40297.457031,41618.406250,41618.406250,25752407154
2024-01-20,41624.589844,41877.894531,41446.824219,41665.585938,41665.585938,11586690904
2024-01-21,41671.488281,41855.367188,41497.007813,41545.785156,41545.785156,9344043642
2024-01-22,41553.652344,41651.207031,39450.117188,39507.367188,39507.367188,31338708143
2024-01-23,39518.714844,40127.351563,38521.894531,39845.550781,39845.550781,29244553045
2024-01-24,39877.593750,40483.785156,39508.796875,40077.074219,40077.074219,22359526178
2024-01-25,40075.550781,40254.480469,39545.664063,39933.808594,39933.808594,18491782013
2024-01-26,39936.816406,42209.386719,39825.691406,41816.871094,41816.871094,25598119893
2024-01-27,41815.625000,42195.632813,41431.281250,42120.054688,42120.054688,11422941934
2024-01-28,42126.125000,42797.175781,41696.910156,42035.593750,42035.593750,16858971687
2024-01-29,42030.914063,43305.867188,41818.332031,43288.246094,43288.246094,20668476578
2024-01-30,43300.226563,43838.945313,42711.371094,42952.609375,42952.609375,23842814518
2024-01-31,42946.250000,43717.406250,42298.945313,42582.605469,42582.605469,24673628793
2024-02-01,42569.761719,43243.167969,41879.191406,43075.773438,43075.773438,21423953779
2024-02-02,43077.640625,43422.488281,42584.335938,43185.859375,43185.859375,18603843039
2024-02-03,43184.964844,43359.941406,42890.808594,42992.250000,42992.250000,11169245236
2024-02-04,42994.941406,43097.644531,42374.832031,42583.582031,42583.582031,14802225490
2024-02-05,42577.621094,43494.250000,42264.816406,42658.667969,42658.667969,18715487317
2024-02-06,42657.390625,43344.148438,42529.019531,43084.671875,43084.671875,16798476726
2024-02-07,43090.019531,44341.949219,42775.957031,44318.222656,44318.222656,21126587775
2024-02-08,44332.125000,45575.839844,44332.125000,45301.566406,45301.566406,26154524080
2024-02-09,45297.382813,48152.496094,45260.824219,47147.199219,47147.199219,39316770844
2024-02-10,47153.527344,48146.171875,46905.320313,47771.277344,47771.277344,16398681570
2024-02-11,47768.968750,48535.937500,47617.406250,48293.917969,48293.917969,19315867136
2024-02-12,48296.386719,50280.476563,47745.761719,49958.222656,49958.222656,34511985805
2024-02-13,49941.359375,50358.390625,48406.496094,49742.441406,49742.441406,35593051468
2024-02-14,49733.445313,52021.371094,49296.832031,51826.695313,51826.695313,39105608050
2024-02-15,51836.785156,52820.066406,51371.628906,51938.554688,51938.554688,38564360533
2024-02-16,51937.726563,52537.968750,51641.367188,52160.203125,52160.203125,28180567298
2024-02-17,52161.675781,52191.914063,50669.667969,51662.996094,51662.996094,20009091006
2024-02-18,51661.968750,52356.964844,51233.707031,52122.546875,52122.546875,17595377311
2024-02-19,52134.812500,52483.324219,51711.820313,51779.144531,51779.144531,21362184346
2024-02-20,51777.726563,52945.050781,50792.312500,52284.875000,52284.875000,33353758256
2024-02-21,52273.535156,52368.816406,50671.757813,51839.179688,51839.179688,28624907020
2024-02-22,51854.644531,52009.613281,50926.292969,51304.972656,51304.972656,25413900611
2024-02-23,51283.906250,51497.933594,50561.777344,50731.949219,50731.949219,21427078270
2024-02-24,50736.371094,51684.195313,50585.445313,51571.101563,51571.101563,15174077879
2024-02-25,51565.214844,51950.027344,51306.171875,51733.238281,51733.238281,15413239245
2024-02-26,51730.539063,54938.175781,50931.031250,54522.402344,54522.402344,34074411896
2024-02-27,54519.363281,57537.839844,54484.199219,57085.371094,57085.371094,49756832031
2024-02-28,57071.097656,63913.132813,56738.425781,62504.789063,62504.789063,83239156760
2024-02-29,62499.183594,63585.644531,60498.730469,61198.382813,61198.382813,65496611844
2024-03-01,61168.062500,63155.101563,60802.527344,62440.632813,62440.632813,40186368423
2024-03-02,62431.652344,62458.699219,61657.289063,62029.847656,62029.847656,23888473685
2024-03-03,62031.578125,63230.210938,61435.023438,63167.371094,63167.371094,26253811450
2024-03-04,63137.003906,68537.031250,62386.519531,68330.414063,68330.414063,70670471105
2024-03-05,68341.054688,69170.625000,59323.910156,63801.199219,63801.199219,102802940877
2024-03-06,63776.050781,67637.929688,62848.671875,66106.804688,66106.804688,68750229073
2024-03-07,66099.742188,68029.921875,65655.531250,66925.484375,66925.484375,46989543159
2024-03-08,66938.093750,70083.054688,66230.453125,68300.093750,68300.093750,59202881172
2024-03-09,68299.257813,68673.054688,68053.125000,68498.882813,68498.882813,21609650379
2024-03-10,68500.257813,70005.203125,68239.976563,69019.789063,69019.789063,35683977532
2024-03-11,69020.546875,72850.710938,67194.882813,72123.906250,72123.906250,65716656765
2024-03-12,72125.125000,72825.656250,68728.851563,71481.289063,71481.289063,62554434520
2024-03-13,71482.117188,73637.476563,71334.093750,73083.500000,73083.500000,48212536929
2024-03-14,73079.375000,73750.070313,68563.023438,71396.593750,71396.593750,59594605698
2024-03-15,71387.875000,72357.132813,65630.695313,69403.773438,69403.773438,78320453976
2024-03-16,69392.484375,70046.273438,64801.394531,65315.117188,65315.117188,46842198371
2024-03-17,65316.343750,68845.718750,64545.316406,68390.625000,68390.625000,44716864318
2024-03-18,68371.304688,68897.132813,66594.226563,67548.593750,67548.593750,49261579492
2024-03-19,67556.132813,68106.929688,61536.179688,61912.773438,61912.773438,74215844794
2024-03-20,61930.156250,68115.257813,60807.785156,67913.671875,67913.671875,66792634382
2024-03-21,67911.585938,68199.992188,64580.917969,65491.390625,65491.390625,44480350565
2024-03-22,65489.929688,66623.750000,62355.371094,63778.761719,63778.761719,41401116964
2024-03-23,63802.722656,65976.398438,63038.492188,64062.203125,64062.203125,24738964812
2024-03-24,64070.753906,67622.757813,63825.851563,67234.171875,67234.171875,27206630673
2024-03-25,67234.093750,71162.593750,66414.835938,69958.812500,69958.812500,42700139523
2024-03-26,69931.328125,71535.742188,69335.609375,69987.835938,69987.835938,36010437368
2024-03-27,69991.898438,71727.687500,68381.929688,69455.343750,69455.343750,40827113309
2024-03-28,69452.773438,71546.023438,68895.507813,70744.953125,70744.953125,34374900617
2024-03-29,70744.796875,70913.093750,69076.656250,69892.828125,69892.828125,25230851763
2024-03-30,69893.445313,70355.492188,69601.062500,69645.304688,69645.304688,17130241883
2024-03-31,69647.781250,71377.781250,69624.867188,71333.648438,71333.648438,20050941373
2024-04-01,71333.484375,71342.093750,68110.695313,69702.148438,69702.148438,34873527352
2024-04-02,69705.023438,69708.382813,64586.593750,65446.972656,65446.972656,50705240709
2024-04-03,65446.671875,66914.320313,64559.898438,65980.812500,65980.812500,34488018367
2024-04-04,65975.695313,69291.257813,65113.796875,68508.843750,68508.843750,34439527442
2024-04-05,68515.757813,68725.757813,66011.476563,67837.640625,67837.640625,33748230056
2024-04-06,67840.570313,69629.601563,67491.718750,68896.109375,68896.109375,19967785809
2024-04-07,68897.109375,70284.429688,68851.632813,69362.554688,69362.554688,21204930369
2024-04-08,69362.554688,72715.359375,69064.242188,71631.359375,71631.359375,37261432669
2024-04-09,71632.500000,71742.507813,68212.921875,69139.015625,69139.015625,36426900409
2024-04-10,69140.242188,71093.429688,67503.562500,70587.882813,70587.882813,38318601774
2024-04-11,70575.734375,71256.234375,69571.812500,70060.609375,70060.609375,30153382941
2024-04-12,70061.382813,71222.742188,65254.835938,67195.867188,67195.867188,44129299406
2024-04-13,67188.375000,67931.429688,60919.105469,63821.472656,63821.472656,52869738185
2024-04-14,63836.230469,65824.429688,62205.851563,65738.726563,65738.726563,49084320047
2024-04-15,65739.648438,66878.648438,62332.070313,63426.210938,63426.210938,43595917654
2024-04-16,63419.296875,64355.667969,61716.402344,63811.863281,63811.863281,42847528078
2024-04-17,63831.847656,64486.363281,59768.585938,61276.691406,61276.691406,41915247049
2024-04-18,61275.316406,64125.687500,60833.480469,63512.753906,63512.753906,36006307335
2024-04-19,63510.750000,65481.597656,59651.390625,63843.570313,63843.570313,49920425401
2024-04-20,63851.101563,65442.457031,63172.402344,64994.441406,64994.441406,23097485495
2024-04-21,64992.816406,65723.242188,64277.722656,64926.644531,64926.644531,20506644853
2024-04-22,64935.632813,67233.960938,64548.179688,66837.679688,66837.679688,28282686673
2024-04-23,66839.890625,67199.242188,65864.867188,66407.273438,66407.273438,24310975583
2024-04-24,66408.718750,67075.367188,63589.871094,64276.898438,64276.898438,30276655120
2024-04-25,64275.019531,65275.207031,62783.632813,64481.707031,64481.707031,32155786816
2024-04-26,64485.371094,64789.656250,63322.398438,63755.320313,63755.320313,24139372950
2024-04-27,63750.988281,63898.363281,62424.718750,63419.140625,63419.140625,19530783039
2024-04-28,63423.515625,64321.484375,62793.597656,63113.230469,63113.230469,17334827993
2024-04-29,63106.363281,64174.878906,61795.457031,63841.121094,63841.121094,26635912073
2024-04-30,63839.417969,64703.332031,59120.066406,60636.855469,60636.855469,37840840057
2024-05-01,60609.496094,60780.500000,56555.292969,58254.011719,58254.011719,48439780271
2024-05-02,58253.703125,59602.296875,56937.203125,59123.433594,59123.433594,32711813559
2024-05-03,59122.300781,63320.503906,58848.312500,62889.835938,62889.835938,33172023048
2024-05-04,62891.031250,64494.957031,62599.351563,63891.472656,63891.472656,20620477992
2024-05-05,63892.453125,64610.890625,62955.304688,64031.132813,64031.132813,18296164805
2024-05-06,64038.312500,65494.902344,62746.238281,63161.949219,63161.949219,28697928697
2024-05-07,63162.761719,64390.457031,62285.980469,62334.816406,62334.816406,25930730982
2024-05-08,62332.640625,62986.085938,60877.128906,61187.941406,61187.941406,26088172222
2024-05-09,61191.199219,63404.914063,60648.074219,63049.960938,63049.960938,25453338161
2024-05-10,63055.191406,63446.742188,60208.781250,60792.777344,60792.777344,27804954694
2024-05-11,60793.355469,61451.152344,60492.625000,60793.710938,60793.710938,13842272968
2024-05-12,60793.503906,61818.156250,60632.601563,61448.394531,61448.394531,13800459405
2024-05-13,61451.218750,63422.660156,60769.839844,62901.449219,62901.449219,27889181179
2024-05-14,62900.773438,63092.125000,61123.765625,61552.789063,61552.789063,28186271527
2024-05-15,61553.988281,66454.453125,61330.410156,66267.492188,66267.492188,39815167074
2024-05-16,66256.109375,66712.429688,64613.054688,65231.582031,65231.582031,31573077994
2024-05-17,65231.296875,67459.460938,65119.316406,67051.875000,67051.875000,28031279310
2024-05-18,67066.210938,67387.328125,66663.500000,66940.804688,66940.804688,16712277406
2024-05-19,66937.929688,67694.296875,65937.179688,66278.367188,66278.367188,19249094538
2024-05-20,66278.742188,71483.562500,66086.171875,71448.195313,71448.195313,43850655717
2024-05-21,71443.062500,71946.460938,69191.125000,70136.531250,70136.531250,46932005990
2024-05-22,70135.320313,70623.695313,68977.695313,69122.335938,69122.335938,32802561717
2024-05-23,69121.304688,70041.273438,66356.953125,67929.562500,67929.562500,41895680979
2024-05-24,67928.132813,69220.296875,66622.671875,68526.101563,68526.101563,29197308153
2024-05-25,68526.921875,69579.320313,68515.820313,69265.945313,69265.945313,15473071741
2024-05-26,69264.289063,69506.226563,68183.890625,68518.093750,68518.093750,15628433737
2024-05-27,68512.179688,70597.882813,68232.500000,69394.554688,69394.554688,25870990717
2024-05-28,69392.195313,69514.640625,67227.156250,68296.218750,68296.218750,32722265965
2024-05-29,68296.351563,68852.460938,67101.492188,67578.093750,67578.093750,26707072906
2024-05-30,67576.085938,69500.539063,67118.078125,68364.992188,68364.992188,29509712534
2024-05-31,68362.515625,68999.562500,66633.421875,67491.414063,67491.414063,27387283769
